bit,mean_abs,mean_signed,impact,idf
1045,0.0246742650485112,0.0124592412344776,0.00030742262052284015,4.903576221802848
408,0.0239535417756691,0.0156740771495625,0.00037544966179710575,3.670646685852877
1247,0.023132994890128,0.006608858272797,0.00015288268465419317,3.738069698304708
129,0.0224943927168299,0.0140400027778772,0.0003158213362309524,3.2570970376883985
1125,0.0223022143743182,-0.0032601153900166,-7.27077923131642e-05,2.1089939439418606
703,0.0222333331808549,-0.0061250702241632,-0.00013618072704995406,3.421604191439818
867,0.0218163787865482,-0.0024951176990488,-5.4434432839469196e-05,2.3833614030213335
1724,0.0217415522530794,0.0012563965807547,2.73160119110686e-05,3.506557897319982
498,0.0216457456385509,0.004940570086507,0.00010694232340196395,4.0757190980989355
743,0.0215106968828773,-0.0057605912519859,-0.00012391433228762334,2.6980008652492087
1573,0.0212990834403011,0.0007173664898991,1.5279248725636848e-05,3.125840958901011
110,0.0211425572534501,0.0211425572534501,0.00044700772721541546,4.898199864766467
1664,0.020691826840644,-0.0029460358923453,-6.0958864550731076e-05,3.564187010156618
1087,0.0202616136719883,0.001262538052113,2.5581058258098237e-05,3.280751228586288
2042,0.0201642929815783,0.003176390757039,6.40496738489117e-05,2.333869383033812
283,0.0200059096210669,-0.0035134290824414,-7.028934468335066e-05,2.906623098482215
1282,0.0199812580636505,-0.0060954289846438,-0.0001217943395508229,2.7241795830320936
555,0.0194882377431719,-0.0035454262164438,-6.909410900693121e-05,2.6077524797868463
2039,0.0192804537986155,0.0134351302682064,0.00025903540841453414,3.351835952124431
598,0.0185258842920708,-0.0058694472734554,-0.00010873670104644518,2.5408422821183034
1071,0.0177203908302939,0.0022775261483228,4.035865347449393e-05,3.220376950994468
1658,0.0175295533049343,-0.0009817321904247,-1.720932676321969e-05,2.8180883063111475
287,0.0174057320834914,-0.0151351013130601,-0.000263437518511623,3.9728351448249035
1220,0.0170475246743913,0.0049185199408485,8.384859005310046e-05,3.872802292274865
1092,0.0163606291749958,0.0007781613909691,1.273120995594437e-05,2.1068538492901734
983,0.0163030218694129,-0.0005991725246286,-9.768322772571405e-06,2.8180883063111475
1447,0.0161271446514883,-0.0009382536572061,-1.5131352449550693e-05,2.785147251487177
1858,0.015709097096508,-0.015709097096508,-0.0002467757315875161,4.288900656684398
1083,0.0155545668986347,2.4681251148653848e-05,3.839061721337408e-07,2.8180883063111475
1647,0.0154724426613485,0.0042882278662887,6.634935977994874e-05,3.8699218294095106
1600,0.0152885564236972,0.0075653570077586,0.00011566338747853037,3.738069698304708
855,0.0152310129934765,0.0011197355852851,1.7054707248735372e-05,2.557735440443342
191,0.0151839739005711,-0.003097847824657,-4.703764051753285e-05,2.887416130070532
1026,0.0149088821329423,0.0027339928582782,4.0760777276375705e-05,3.2314546070750607
1546,0.0148519633021664,-0.0030422944727922,-4.518404586429343e-05,5.588669667555696
1564,0.0148303314610759,0.0043063920810373,6.386522196313559e-05,3.683295075820036
584,0.0147380938926191,0.0085264404802392,0.0001256634803675936,4.275866438845491
1395,0.0147269051338827,-0.0005373354499649,-7.913288196705257e-06,2.1176004187806075
1203,0.0146937758030311,0.0017198049696623,2.5270428649156538e-05,2.557735440443342
1480,0.0146261321271213,-0.0046233266283571,-6.762138613318918e-05,3.335971596744448
1032,0.0146141737818854,-0.0146141737818854,-0.0002135740753271466,5.588669667555696
51,0.014587616297269,0.0009975096260878,1.4551287678201099e-05,2.557735440443342
1178,0.0143880732627125,0.0021224897556053,3.053853810300581e-05,4.014055730993298
1953,0.0143752472035591,0.0099700513246161,0.0001433219524235283,3.3962098401511165
1680,0.0142897559643508,0.0028589772267373,4.085408687771244e-05,2.5673321941633307
1053,0.0142220189908987,-0.0085317835313253,-0.00012133918740874519,2.91139112512024
1033,0.0141701548731664,0.0064590554856376,9.15258165658598e-05,3.064868012388853
358,0.0141241234712684,-0.0027000978834376,-3.8136515890183134e-05,2.887416130070532
1214,0.013992003629507,0.0067092233111256,9.387547692044237e-05,2.816749618025551
834,0.0138333055259593,-0.0038261202803378,-5.292789081698183e-05,3.670646685852877
926,0.013801856526377,0.003453592086505,4.7665982478573e-05,3.683295075820036
1261,0.0137296798759856,0.0087817523472404,0.00012057064847779583,5.588669667555696
1445,0.0137233344847302,-0.0003852783388679,-5.28730351400542e-06,3.395016522587074
1236,0.0135573540981666,0.0030588645033122,4.1470109209716e-05,3.683295075820036
380,0.0135520163073133,-0.0131838963398322,-0.0001786683781913341,8.87386813535497
1950,0.0134926512947066,7.102533895813621e-05,9.583201316504716e-07,4.302107011498008
90,0.0132839253286443,-0.0068243799732528,-9.065455397898578e-05,3.3962098401511165
383,0.0130060364437607,0.002488713450347,3.236829783329052e-05,3.683295075820036
1865,0.0129522115520801,0.0066859728557708,8.659813485940853e-05,3.9507638337445767
1614,0.0127742831573815,0.0018979032225699,2.4244353170414744e-05,3.683295075820036
1576,0.0125988920485664,-0.0119502705010825,-0.00015056016799430593,4.225364824660504
635,0.0124896424990504,-0.003052077375884,-3.811935530423103e-05,2.747622976222033
976,0.0124663320441374,7.890007460293396e-05,9.83594528307387e-07,4.150280194552404
154,0.0123411416059961,-0.0015449732925298,-1.9066734180592298e-05,5.588669667555696
1828,0.0123330681591908,-0.0049094531243841,-6.054862000738133e-05,3.178213843149311
972,0.012239757544286,0.00088434742415,1.0824198056509854e-05,1.7615406906440585
1983,0.0119581582742692,-0.0112151661980312,-0.00013411273246829102,4.225364824660504
899,0.0119119627310536,-0.0056312053882848,-6.707870871615676e-05,2.91139112512024
2015,0.011835870745399,0.011835870745399,0.00014008783630179187,5.588669667555696
749,0.0118034086866569,-0.0118034086866569,-0.00013932045662424754,5.588669667555696
586,0.0116324010805345,-0.0049301591254914,-5.734958833857319e-05,3.178213843149311
1565,0.0114721742415119,-0.0048718247286307,-5.5890422160957825e-05,3.145625363128608
1920,0.0112823896905713,0.003045166259463,3.4356752411840915e-05,0.3717015659553592
97,0.0110330952808029,0.0110330952808029,0.00012172919147527522,5.588669667555696
