generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate,file,best_step
44.0,0.4722222222222222,0.9,0.44074591092851356,1.0,0.918077634670341,40.0,2.5552303076075575,Mean_0.3_STg_Sh,44.0
52.0,0.47368421052631576,1.0,0.411935254518745,1.0,0.9088254510081136,19.0,1.5915045058029378,Mean_0.4_STg_Sh,52.0
92.0,0.5806451612903226,0.8857142857142857,0.4140324849951008,1.0,0.8816582654796679,35.0,2.692613020681468,Mean_0.6_STg_Sh,92.0
92.0,0.6666666666666666,1.0,0.4618540142004449,1.0,0.8538712600015281,9.0,1.3069836768399363,Mean_0.7_STg_Sh,92.0
63.0,1.0,1.0,0.359204362465232,1.0,0.7953207684638393,4.0,1.0923087956466626,Mean_0.8_STg_Sh,63.0
59.0,1.0,1.0,0.0,1.0,0.7884615384615384,1.0,0.7211538461538461,Mean_0.9_STg_Sh,59.0
