generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate
78.0,0.6923076923076923,1.0,0.5272786203173676,1.0,0.8040192614839773,13,1.6250537979150759
81.0,0.6363636363636364,0.9166666666666666,0.5080196762960807,1.0,0.8388156190241194,12,1.456358736993168
97.0,0.5384615384615384,0.9285714285714286,0.5120073175477262,1.0,0.8515068708021805,14,1.4496683588469097
76.0,0.6,1.0,0.5096146314220164,1.0,0.8429154820052975,10,1.3176313780838735
80.0,0.5,1.0,0.505193833014344,1.0,0.8366504625539966,12,1.3173737203474691
99.0,0.5,1.0,0.4943212058943447,1.0,0.8370896100207084,12,1.315155280176798
83.0,0.6,1.0,0.5052396023994348,1.0,0.8596087859430177,10,1.3150870418855851
82.0,0.42857142857142855,1.0,0.4884110673215948,1.0,0.8896086266674502,14,1.308721350797574
39.0,0.46153846153846156,1.0,0.45555021859643285,1.0,0.878498932209756,13,1.303260150498311
89.0,0.5555555555555556,0.8181818181818182,0.5033803006404887,1.0,0.8952167445711203,11,1.2677200422366424
75.0,0.45454545454545453,0.9166666666666666,0.49415895178396096,1.0,0.8830277565571685,12,1.2309835601556207
84.0,0.625,1.0,0.515485849027403,1.0,0.8324407423971377,8,1.219853095565767
98.0,0.5,1.0,0.5133685494533102,1.0,0.8666281221091582,10,1.2160108976797463
86.0,0.4166666666666667,0.9230769230769231,0.455733606923617,1.0,0.9447312419565472,13,1.2152633407788125
63.0,0.38461538461538464,1.0,0.5174459357169365,1.0,0.8911860749070052,13,1.2143705796526867
61.0,0.45454545454545453,1.0,0.47094436788526683,1.0,0.9198130301071479,11,1.2022075705663386
36.0,0.4,0.8333333333333334,0.49376458013697666,1.0,0.8863412985042629,12,1.140118786176969
71.0,0.5,0.8888888888888888,0.48650823866853155,1.0,0.8563968769325911,9,1.1283286267071138
96.0,0.36363636363636365,0.9166666666666666,0.4800851372989442,1.0,0.9068763869184037,12,1.116693025131585
38.0,0.6666666666666666,1.0,0.49223500725605307,1.0,0.8473415751413094,6,1.1137128439370796
29.0,0.5,1.0,0.5036354927326521,1.0,0.8788735752921858,8,1.1128397410173116
73.0,0.5,1.0,0.5001944658076115,1.0,0.8737179487179487,8,1.1126670982897275
94.0,0.5714285714285714,1.0,0.48319464241236376,1.0,0.8403361344537815,7,1.1126053150370945
77.0,0.4,1.0,0.495247283190677,1.0,0.8926292335115864,10,1.1097865332869767
79.0,0.4,1.0,0.49957197186687086,1.0,0.9150465642428707,10,1.1084097379490871
67.0,0.4444444444444444,1.0,0.4803140474071603,1.0,0.9102970247928232,9,1.1050331070021497
74.0,0.36363636363636365,1.0,0.4805080177806097,1.0,0.9236225895316804,11,1.1037393446029538
87.0,0.4444444444444444,1.0,0.46255185141286936,1.0,0.8933544674340487,9,1.103174923539169
58.0,0.6,1.0,0.5148400767996735,1.0,0.8605494505494505,5,1.0169130703049896
91.0,0.3,0.9090909090909091,0.49287313552089906,1.0,0.9136320754716982,11,1.0099386922842828
34.0,0.375,0.8888888888888888,0.4504690599774045,1.0,0.902328431372549,9,1.0040276355248925
