generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate
50.0,0.6333333333333333,0.967741935483871,0.43781864346147825,1.0,0.8664027850206232,31,2.654579364168728
47.0,0.5862068965517241,0.9666666666666667,0.43467086510821096,1.0,0.8973375739132725,30,2.445821105285487
49.0,0.6153846153846154,0.9629629629629629,0.4395707278120048,1.0,0.8799228154512017,27,2.3503492144446314
44.0,0.5384615384615384,0.896551724137931,0.4309835121497291,1.0,0.8883757229575955,29,2.2278631089140273
46.0,0.56,0.9259259259259259,0.4534484394167002,1.0,0.8962282320257928,27,2.1908446424585386
45.0,0.4782608695652174,0.8846153846153846,0.44974971956745446,1.0,0.9109971807824904,26,1.9077131020894227
48.0,0.46153846153846156,1.0,0.4568674062890111,1.0,0.9003079470637579,26,1.9013426865514267
39.0,0.4782608695652174,1.0,0.44462373054502813,1.0,0.9002018599764682,23,1.798904560111359
35.0,0.55,1.0,0.3973355747715226,1.0,0.9154527884260484,20,1.7879218361116997
43.0,0.45454545454545453,0.9166666666666666,0.41987038820481837,1.0,0.9199310937255682,24,1.7578900591774977
51.0,0.45454545454545453,0.9565217391304348,0.4235032176730904,1.0,0.9150611605275223,23,1.725605594675542
41.0,0.625,1.0,0.46020909800618215,1.0,0.8827596124583212,16,1.7037658583554043
58.0,0.8181818181818182,1.0,0.4882134846493952,1.0,0.8051105687295596,11,1.6171316400569231
38.0,0.45,1.0,0.4279794426816814,1.0,0.9096712101238614,20,1.59462876752395
33.0,0.47058823529411764,0.9444444444444444,0.43897515113330365,1.0,0.9009067596193012,18,1.5280965111274756
54.0,0.38095238095238093,1.0,0.46335943560683623,1.0,0.9265831008283195,21,1.5000135770385354
42.0,0.42857142857142855,0.7368421052631579,0.4568212142353397,1.0,0.9128782188837408,19,1.4354147668233554
52.0,0.4375,0.9411764705882353,0.4751232559874413,1.0,0.9111185753686153,17,1.4300157348370974
27.0,0.5,1.0,0.44463403994505846,1.0,0.9038438556197883,14,1.3985424224270329
28.0,0.3684210526315789,1.0,0.4417546961913371,1.0,0.9255731012151001,19,1.3957936291167572
40.0,0.375,0.9411764705882353,0.46913914700367454,1.0,0.9350964440116722,17,1.3201711261760383
34.0,0.42857142857142855,0.9333333333333333,0.43276417167041703,1.0,0.9177232637823771,15,1.3176376508129883
53.0,0.35294117647058826,0.9444444444444444,0.45823485569124944,1.0,0.9279329453225522,18,1.317481127586387
56.0,0.6,1.0,0.47842545572377637,1.0,0.8818770452666269,10,1.3074973866180923
36.0,0.42857142857142855,1.0,0.4565485677386486,1.0,0.9219090481654256,14,1.2991188087311871
55.0,0.38461538461538464,1.0,0.46930745827113973,1.0,0.9232157024423153,13,1.2015399214099964
29.0,0.38461538461538464,1.0,0.44921618706849054,1.0,0.933162635085712,13,1.1965269739051267
30.0,0.4166666666666667,1.0,0.4365335002200015,1.0,0.9257175830705243,12,1.194734941736948
59.0,0.4444444444444444,0.9,0.44732807656889717,1.0,0.8959105647550898,10,1.114319003282715
19.0,0.6666666666666666,1.0,0.45912128031615895,1.0,0.8684747791890648,6,1.1049767781443252
37.0,0.3076923076923077,0.9285714285714286,0.40507484341973454,1.0,0.9392834391767202,14,1.0964272841069342
21.0,0.375,1.0,0.45963816986852823,1.0,0.8980839627641953,8,1.0021192376972863
32.0,0.21428571428571427,0.9333333333333333,0.4609568604311569,1.0,0.9606227106227107,15,0.9975576724525317
20.0,0.6,1.0,0.42023667860864145,1.0,0.8992296918767506,5,0.9941243665340531
26.0,0.23076923076923078,1.0,0.4428539732270794,1.0,0.9584206848357792,13,0.9927287261618379
63.0,0.6,1.0,0.3816562349948288,1.0,0.88003848003848,5,0.9883273989951178
17.0,0.375,1.0,0.3704552313895393,1.0,0.9294400452488687,8,0.981147041753021
60.0,0.2857142857142857,1.0,0.5075546766095603,1.0,0.9532967032967032,7,0.9061812649922416
62.0,0.4,1.0,0.48113975303921674,1.0,0.929020979020979,5,0.9033258527057453
65.0,0.5,0.8,0.49732453981830316,1.0,0.8870851370851371,5,0.9007563942551469
25.0,0.25,1.0,0.4676817842694242,1.0,0.9341741306638567,8,0.9001189437874992
14.0,0.5,1.0,0.42443707574730893,1.0,0.8923230309072782,4,0.8956551120587339
23.0,0.2222222222222222,1.0,0.39938874816350134,1.0,0.9414881161456504,9,0.8857289380181351
31.0,0.2222222222222222,0.9,0.415563063431839,1.0,0.9529914529914529,10,0.8800356896094447
15.0,0.4,1.0,0.3584835512645006,1.0,0.9223981900452488,5,0.8794568912483753
81.0,0.5,1.0,0.5483870967741935,1.0,0.8571428571428572,2,0.823963133640553
64.0,0.5,1.0,0.5344827586206897,1.0,0.9,2,0.8168965517241379
18.0,0.2,1.0,0.48098111659287657,1.0,0.962962962962963,5,0.7998999270222789
16.0,0.2,1.0,0.4662568200166406,1.0,0.9545454545454545,5,0.7977968185487826
57.0,0.16666666666666666,1.0,0.4219626653948688,1.0,0.975177304964539,6,0.7868748025825198
24.0,0.2,1.0,0.31745908774090803,1.0,0.9576923076923076,5,0.7677225867789509
13.0,0.2,1.0,0.30296451914098976,1.0,0.9647058823529411,5,0.7641223155929038
66.0,0.5,0.6666666666666666,0.3571428571428571,1.0,0.9090909090909092,3,0.7305194805194805
5.0,1.0,1.0,0.0,1.0,0.8181818181818182,1,0.7181818181818181
11.0,1.0,1.0,0.0,1.0,0.8392857142857143,1,0.7160714285714286
12.0,0.0,1.0,0.5535714285714286,1.0,1.0,2,0.7107142857142856
61.0,0.0,1.0,0.489824886977852,1.0,1.0,4,0.6979649773955704
71.0,0.0,1.0,0.4748303167420814,1.0,1.0,3,0.6949660633484163
2.0,0.0,1.0,0.4528301886792453,1.0,1.0,2,0.6905660377358491
69.0,0.0,1.0,0.4438564432865344,1.0,1.0,3,0.6887712886573069
