generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate,file,best_step
31.0,0.5,0.9411764705882353,0.44653308530664404,1.0,0.9117709706778727,17.0,1.530482461170012,SI_2,31.0
