generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate
45.0,0.5454545454545454,0.9166666666666666,0.47898208756586147,1.0,0.9080968678189687,12,1.3345321852767298
47.0,0.35714285714285715,1.0,0.4256867632814225,1.0,0.9426032324061971,14,1.190877029415665
42.0,0.3333333333333333,0.9230769230769231,0.46551462165538204,1.0,0.9461262018893842,13,1.1087467143985483
39.0,0.3333333333333333,0.9230769230769231,0.4547050100604608,1.0,0.9458651523597176,13,1.1066108970325308
53.0,0.3333333333333333,1.0,0.4779246430376404,1.0,0.9225517129928894,12,1.1033297573082392
49.0,0.3076923076923077,1.0,0.47478018842428205,1.0,0.9447194424178103,13,1.1004840934430755
46.0,0.36363636363636365,1.0,0.4612616951141816,1.0,0.9422706248423176,11,1.0980252765386047
59.0,0.5,1.0,0.5162936778894642,1.0,0.8533377541998232,6,1.0179249601579103
60.0,0.42857142857142855,1.0,0.5325327243698986,1.0,0.8896250808015514,7,1.0175440367938247
41.0,0.375,1.0,0.4951642735074707,1.0,0.931650700073692,8,1.005867784694125
52.0,0.3333333333333333,1.0,0.4761703337109393,1.0,0.9233666521802115,9,1.0028974015241667
55.0,0.2727272727272727,1.0,0.44838215469686693,1.0,0.9501160604101778,11,0.9946648248983556
54.0,0.2857142857142857,1.0,0.5109873744489609,1.0,0.9143503555268261,7,0.9107624393371094
26.0,0.3333333333333333,1.0,0.5259598640454674,1.0,0.9483915906788248,6,0.9103528137412109
44.0,0.2222222222222222,1.0,0.5125725576849565,1.0,0.9596765259776228,9,0.9065468589392289
61.0,0.5,1.0,0.49777240945444845,1.0,0.9349916387959866,4,0.9060553180112909
19.0,0.6666666666666666,1.0,0.46361065498996534,1.0,0.8835354896675652,3,0.9043685820312366
29.0,0.2857142857142857,1.0,0.4813683050689136,1.0,0.9518307322929171,7,0.901090587784491
48.0,0.2222222222222222,1.0,0.4718232354277263,1.0,0.968818082788671,9,0.8974828388066781
57.0,0.2857142857142857,1.0,0.46121249063018466,1.0,0.9508355066164397,7,0.8971589474643928
43.0,0.18181818181818182,0.8461538461538461,0.4739283797860595,1.0,0.9651937046004843,13,0.8884760957069537
36.0,0.16666666666666666,0.9230769230769231,0.4521623858465652,1.0,0.9754358747044917,13,0.8864786332886074
33.0,0.25,1.0,0.39805686791957906,1.0,0.9544221944096787,8,0.8841691541429479
14.0,0.5,1.0,0.33187573057556097,1.0,0.9069368131868132,4,0.8756814647964308
58.0,0.25,1.0,0.5232811547556817,1.0,0.9166666666666666,4,0.8129895642844697
85.0,0.3333333333333333,1.0,0.5106209150326797,1.0,0.912280701754386,3,0.8108961128310973
78.0,0.3333333333333333,1.0,0.5106209150326797,1.0,0.912280701754386,3,0.8108961128310973
75.0,0.3333333333333333,1.0,0.5309582166199813,1.0,0.9533333333333333,3,0.810858309990663
65.0,0.3333333333333333,1.0,0.4824463118580765,1.0,0.9393939393939394,3,0.8025498684322213
62.0,0.2,1.0,0.47085372678925186,1.0,0.9636363636363636,5,0.7978071089942139
51.0,0.1111111111111111,1.0,0.475400357531215,1.0,0.9764957264957265,9,0.7974304988566704
56.0,0.16666666666666666,1.0,0.4554598055919624,1.0,0.9705882352941176,6,0.7940331375889808
50.0,0.125,1.0,0.4541680545239418,1.0,0.9813829787234043,8,0.7926953130324479
30.0,0.125,1.0,0.44912654283426345,1.0,0.9779411764705882,8,0.7920311909197938
20.0,0.25,1.0,0.42714130184452404,1.0,0.9528301886792453,4,0.7901452415009803
11.0,0.5,1.0,0.3833333333333333,1.0,0.8942307692307692,2,0.7872435897435897
22.0,0.25,1.0,0.4015364764804814,1.0,0.9364406779661016,4,0.786663227499486
21.0,0.125,1.0,0.4184059875450751,1.0,0.9764150943396226,8,0.7860396880750528
35.0,0.08333333333333333,1.0,0.420455705363045,1.0,0.9820261437908497,12,0.7858885266935239
31.0,0.09090909090909091,0.9166666666666666,0.45241729641886985,1.0,0.9853896103896104,12,0.7760354073357221
12.0,0.5,1.0,0.196078431372549,1.0,0.9081632653061225,2,0.7483993597438975
5.0,1.0,1.0,0.0,1.0,0.8275862068965517,1,0.7172413793103448
17.0,0.0,1.0,0.5737704918032787,1.0,1.0,2,0.7147540983606557
9.0,0.0,1.0,0.5517241379310345,1.0,1.0,2,0.7103448275862069
18.0,0.0,1.0,0.5454545454545454,1.0,1.0,2,0.709090909090909
23.0,0.0,1.0,0.49669133945118316,1.0,1.0,5,0.6993382678902367
15.0,0.0,1.0,0.4954821200510856,1.0,1.0,4,0.6990964240102171
97.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
79.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
96.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
98.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
77.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
76.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
95.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
94.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
93.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
90.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
92.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
91.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
74.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
80.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
89.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
88.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
87.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
81.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
86.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
82.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
83.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
84.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
99.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
67.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
66.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
64.0,0.0,1.0,0.4901960784313726,1.0,1.0,2,0.6980392156862745
24.0,0.0,1.0,0.4794982505296167,1.0,1.0,5,0.6958996501059234
27.0,0.0,1.0,0.47882984950729623,1.0,1.0,6,0.6957659699014592
70.0,0.0,1.0,0.4748303167420814,1.0,1.0,3,0.6949660633484163
71.0,0.0,1.0,0.4748303167420814,1.0,1.0,3,0.6949660633484163
72.0,0.0,1.0,0.4748303167420814,1.0,1.0,3,0.6949660633484163
73.0,0.0,1.0,0.4748303167420814,1.0,1.0,3,0.6949660633484163
69.0,0.0,1.0,0.4748303167420814,1.0,1.0,3,0.6949660633484163
