generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate
39.0,0.5454545454545454,1.0,0.4208537921468789,1.0,0.9024028852312654,22,1.8939304699062491
38.0,0.5263157894736842,0.9047619047619048,0.4143770889554024,1.0,0.8977383269178936,21,1.7697933144225992
40.0,0.5882352941176471,0.9444444444444444,0.4112173833644486,1.0,0.8859374317851827,18,1.7358065962394695
35.0,0.5,1.0,0.3922282375932198,1.0,0.9023474361120033,16,1.4882109039074436
36.0,0.4375,0.9411764705882353,0.4131114869960709,1.0,0.9196676003988442,17,1.4167584785358005
18.0,0.6363636363636364,1.0,0.4128531574649634,1.0,0.8909258964025071,11,1.3934780418527422
22.0,0.46153846153846156,1.0,0.43806378658401857,1.0,0.9152276623996082,13,1.296089991076843
19.0,0.42857142857142855,1.0,0.413733371208694,1.0,0.9248668337039536,14,1.2902599908713435
30.0,0.4166666666666667,0.9230769230769231,0.40125629401877094,1.0,0.9319085059077584,13,1.205650151802722
37.0,0.38461538461538464,0.9285714285714286,0.39166089814801364,1.0,0.9293649412427694,14,1.202428652538293
26.0,0.4166666666666667,1.0,0.46534359169231665,1.0,0.9343053198891565,12,1.199638186349548
45.0,0.5555555555555556,1.0,0.4261088406614434,1.0,0.8849768302382681,9,1.196724085108462
29.0,0.38461538461538464,1.0,0.43944270681236575,1.0,0.9235923994472188,13,1.1955293014177513
31.0,0.4166666666666667,1.0,0.4218895803678526,1.0,0.9286516607664406,12,1.1915127499969267
21.0,0.4444444444444444,0.9,0.4456724768025798,1.0,0.9239185892780664,10,1.1111870808771538
25.0,0.5714285714285714,1.0,0.45269153052275524,1.0,0.9074909018305245,7,1.0997892159214986
20.0,0.4444444444444444,1.0,0.45360084863411176,1.0,0.9176740078379423,9,1.098952768943028
27.0,0.5,1.0,0.44777927897086733,1.0,0.91916881646872,8,1.0976389741473014
23.0,0.4,1.0,0.453942990517176,1.0,0.9341475327950738,10,1.0973738448239279
28.0,0.4444444444444444,1.0,0.42158203963923147,1.0,0.929307318196207,9,1.0913856761082257
15.0,0.8,1.0,0.38451095687954917,1.0,0.8618233618233617,5,1.0907198551935737
17.0,0.5,1.0,0.3274923859391343,1.0,0.9170772514522514,8,1.0737907520426018
11.0,0.6,1.0,0.48385379445680565,1.0,0.8821937321937321,5,1.0085513856719879
16.0,0.75,1.0,0.4709290046435456,1.0,0.8859953703703703,4,1.0055862638916722
33.0,0.23076923076923078,0.9285714285714286,0.45166250739326974,1.0,0.9344720386193974,14,0.9985336492650659
24.0,0.2727272727272727,1.0,0.45302287288153,1.0,0.9428797781738958,11,0.9963165967589165
42.0,0.42857142857142855,0.875,0.3793625130794147,1.0,0.9255646703125695,8,0.9886731784417688
48.0,0.6666666666666666,1.0,0.47548562548562556,1.0,0.8739316239316239,3,0.9077039627039627
13.0,0.4,1.0,0.47545448059201045,1.0,0.8766112266112266,5,0.9074297734572794
43.0,0.2,1.0,0.43941650055635173,1.0,0.9682517482517483,10,0.8910581252860954
32.0,0.2,0.9090909090909091,0.43213531452040754,1.0,0.9654100529100529,11,0.882613330340349
44.0,0.2857142857142857,0.875,0.43051997844303813,1.0,0.9464035964035965,8,0.8825350646196765
85.0,0.6666666666666666,1.0,0.32463200675750536,1.0,0.8797619047619047,3,0.8769502108753107
34.0,0.25,0.8888888888888888,0.39734887699671984,1.0,0.9529499299719888,9,0.8758414490688117
82.0,0.5,1.0,0.33515833847313237,1.0,0.9134295227524971,4,0.8756887154193767
89.0,1.0,1.0,0.0714285714285714,1.0,0.8392857142857143,2,0.8303571428571428
84.0,0.5,1.0,0.4655172413793104,1.0,0.9150943396226415,2,0.8015940143135979
46.0,0.25,1.0,0.43469480572327923,1.0,0.9021739130434783,4,0.7967215698403081
49.0,0.16666666666666666,1.0,0.4555441422319605,1.0,0.9753086419753086,6,0.7935779642488612
8.0,0.3333333333333333,1.0,0.4193487702098383,1.0,0.9393939393939394,3,0.7899303601025737
5.0,0.5,1.0,0.4,1.0,0.9051724137931034,2,0.7894827586206896
41.0,0.16666666666666666,1.0,0.4283567818059423,1.0,0.9640522875816994,6,0.7892661276030185
9.0,0.3333333333333333,1.0,0.41092503987240825,1.0,0.9294871794871794,3,0.7892362900257636
52.0,0.3333333333333333,1.0,0.4013142174432497,1.0,0.9333333333333332,3,0.7869295101553166
47.0,0.14285714285714285,1.0,0.4019695591773218,1.0,0.9697802197802198,7,0.7834158898574423
12.0,0.16666666666666666,1.0,0.3741032106628872,1.0,0.9647435897435898,6,0.7783462831582184
83.0,0.3333333333333333,1.0,0.3599243355261572,1.0,0.9433962264150942,3,0.777645244463722
14.0,0.3333333333333333,0.75,0.4924501424501425,1.0,0.9382716049382717,4,0.7629962013295346
58.0,0.3333333333333333,1.0,0.2545454545454545,1.0,0.9212121212121213,3,0.7587878787878787
87.0,0.5,1.0,0.20833333333333337,1.0,0.9117647058823529,2,0.7504901960784313
86.0,0.5,1.0,0.20833333333333337,1.0,0.9117647058823529,2,0.7504901960784313
10.0,1.0,1.0,0.0,1.0,0.8076923076923077,1,0.7192307692307692
75.0,1.0,1.0,0.0,1.0,0.8235294117647058,1,0.7176470588235294
93.0,1.0,1.0,0.0,1.0,0.8301886792452831,1,0.7169811320754716
81.0,1.0,1.0,0.0,1.0,0.8301886792452831,1,0.7169811320754716
99.0,1.0,1.0,0.0,1.0,0.8392857142857143,1,0.7160714285714286
50.0,0.0,1.0,0.5535714285714286,1.0,1.0,2,0.7107142857142856
