generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate
37.0,0.4074074074074074,0.9310344827586207,0.4596386153508063,1.0,0.9241263785951678,29,1.8603069115197122
46.0,0.5789473684210527,0.95,0.4535894667391478,1.0,0.8997160477542531,20,1.8436410254145095
44.0,0.5789473684210527,1.0,0.4993338138458018,1.0,0.8918212581192733,19,1.8106846369572331
43.0,0.5,1.0,0.46233104222957,1.0,0.9051455730785796,18,1.601951651138056
54.0,0.5333333333333333,0.9375,0.4879611458372255,1.0,0.9017719886170744,16,1.541998363639071
42.0,0.47058823529411764,0.9444444444444444,0.4344918862418181,1.0,0.9232829302349516,18,1.5249622410876136
34.0,0.3684210526315789,1.0,0.4903459274501891,1.0,0.929691888173596,19,1.405099996672678
48.0,0.2857142857142857,0.9130434782608695,0.4483474688019531,1.0,0.9523889623580444,23,1.3254864981457042
39.0,0.3157894736842105,0.95,0.4487063025987631,1.0,0.9388742390526513,20,1.3124327839829084
49.0,0.375,1.0,0.485182718228664,1.0,0.92724986711812,16,1.304311556933921
41.0,0.3333333333333333,1.0,0.4797855938383121,1.0,0.9384989105853767,18,1.3021072277091248
36.0,0.3333333333333333,1.0,0.4703045602988847,1.0,0.9273523247774609,18,1.301325679582031
40.0,0.3,1.0,0.4619288697647502,1.0,0.9393971086257435,20,1.2984460630903756
47.0,0.2857142857142857,1.0,0.46331759184151333,1.0,0.9427909375390338,21,1.2983844246143992
38.0,0.3333333333333333,1.0,0.4602801871232327,1.0,0.9388814096664232,18,1.2981678964580041
32.0,0.29411764705882354,1.0,0.4670764703284639,1.0,0.9353121711649901,17,1.1998840769491939
61.0,0.625,1.0,0.4341116946923014,1.0,0.8742331538326173,8,1.1993990235551983
53.0,0.38461538461538464,1.0,0.4439258455493852,1.0,0.936537651582756,13,1.1951314039516014
51.0,0.38461538461538464,1.0,0.4353586833161961,1.0,0.9305063775337494,13,1.1940210989098643
45.0,0.3076923076923077,0.8666666666666667,0.466957465831878,1.0,0.9516765285996056,15,1.1197623018448766
52.0,0.3333333333333333,1.0,0.4770662799765095,1.0,0.921805535167168,12,1.1032327024785853
11.0,0.4444444444444444,1.0,0.4373644520845992,1.0,0.8980413776082324,9,1.0976687526560966
55.0,0.4,1.0,0.44166208282263475,1.0,0.9141065530878176,10,1.0969217612557451
50.0,0.25,1.0,0.46307014386645384,1.0,0.9595962704748082,16,1.09665440172581
35.0,0.21052631578947367,1.0,0.45345066776141985,1.0,0.9605389993201627,19,1.0946362336202675
12.0,0.75,1.0,0.45672400436225324,1.0,0.8456661092530657,4,1.006778189947144
19.0,0.3,1.0,0.47774849029489996,1.0,0.9437812911725956,10,1.0011715689417204
29.0,0.1875,0.9411764705882353,0.4705472525752086,1.0,0.965586317418214,17,0.998653759949691
63.0,0.6,1.0,0.43317830582522054,1.0,0.8982275132275133,5,0.9968129098422929
60.0,0.75,1.0,0.3621022080647929,1.0,0.8614875531268973,4,0.9862716863002688
62.0,0.75,1.0,0.3562349428694007,1.0,0.8671115288220551,4,0.9845358356916747
28.0,0.5,1.0,0.36665859772613496,1.0,0.9065113345773722,6,0.9826805860874898
8.0,0.6666666666666666,1.0,0.5663670457788106,1.0,0.8739316239316239,3,0.9258802467625997
26.0,0.25,1.0,0.4932838791436429,1.0,0.9436667675544794,8,0.9042900990732805
30.0,0.2222222222222222,1.0,0.49208970440095756,1.0,0.9623243933588762,9,0.9021855015443039
13.0,0.4,1.0,0.45780763784374434,1.0,0.906844850065189,5,0.9008770425622299
7.0,0.6666666666666666,1.0,0.4241746776958044,1.0,0.8537296037296036,3,0.8994619751662005
21.0,0.3333333333333333,1.0,0.4638209696671419,1.0,0.9488222962140832,6,0.8978819643120199
10.0,0.4,1.0,0.44387286851079955,1.0,0.9223981900452488,5,0.896534754697635
33.0,0.13333333333333333,1.0,0.460739788602602,1.0,0.9704722311054259,15,0.8951007346099777
56.0,0.2857142857142857,1.0,0.4384293673144378,1.0,0.9299675734101963,7,0.894689116121868
20.0,0.2,1.0,0.44482968372077947,1.0,0.9530076437354602,10,0.8936651723706099
59.0,0.3333333333333333,1.0,0.42244524770593617,1.0,0.9115831517792302,6,0.8933307343632642
31.0,0.14285714285714285,0.9333333333333333,0.4765530817802742,1.0,0.9667303035947103,15,0.892923300282298
58.0,0.3333333333333333,1.0,0.4455265417941454,1.0,0.9648345153664302,6,0.892621856822186
25.0,0.25,0.8888888888888888,0.4426235969513307,1.0,0.9516977522716403,9,0.8850216108297687
64.0,0.5,1.0,0.5081967213114754,1.0,0.9035087719298245,2,0.8112884670693126
9.0,0.5,1.0,0.4782608695652174,1.0,0.8666666666666667,2,0.8089855072463767
27.0,0.2,1.0,0.48933801402110244,1.0,0.9576923076923076,5,0.8020983720349898
57.0,0.2,1.0,0.4803519062101511,1.0,0.9714285714285715,5,0.798927524099173
15.0,0.16666666666666666,1.0,0.4646345775981333,1.0,0.9647435897435898,6,0.7964525565452677
16.0,0.16666666666666666,1.0,0.4571681896097165,1.0,0.9647435897435898,6,0.7949592789475842
24.0,0.1,1.0,0.4367064329274243,1.0,0.9745762711864406,10,0.7898836594668408
14.0,0.25,1.0,0.4213889546126389,1.0,0.9471153846153846,4,0.7895662524609892
65.0,0.5,1.0,0.3584905660377359,1.0,0.8981481481481481,2,0.7818832983927324
5.0,0.5,1.0,0.34615384615384615,1.0,0.8942307692307692,2,0.7798076923076923
3.0,1.0,1.0,0.0,1.0,0.7608695652173914,1,0.7239130434782608
22.0,0.0,1.0,0.47651835957819066,1.0,1.0,4,0.6953036719156381
23.0,0.0,1.0,0.4509056409703086,1.0,1.0,8,0.6901811281940617
17.0,0.0,1.0,0.44156338169050025,1.0,1.0,4,0.6883126763381
71.0,0.0,1.0,0.43059293209778715,1.0,1.0,4,0.6861185864195574
18.0,0.0,1.0,0.4193325363754078,1.0,1.0,6,0.6838665072750816
77.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
89.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
70.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
86.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
76.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
75.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
92.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
83.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
68.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
98.0,0.0,1.0,0.39583333333333337,1.0,1.0,2,0.6791666666666667
67.0,0.0,1.0,0.39534883720930236,1.0,1.0,2,0.6790697674418604
73.0,0.0,0.75,0.4438564432865345,1.0,1.0,4,0.6137712886573068
93.0,0.0,1.0,0.0,1.0,1.0,1,0.6
91.0,0.0,1.0,0.0,1.0,1.0,1,0.6
94.0,0.0,1.0,0.0,1.0,1.0,1,0.6
96.0,0.0,1.0,0.0,1.0,1.0,1,0.6
90.0,0.0,1.0,0.0,1.0,1.0,1,0.6
95.0,0.0,1.0,0.0,1.0,1.0,1,0.6
88.0,0.0,1.0,0.0,1.0,1.0,1,0.6
87.0,0.0,1.0,0.0,1.0,1.0,1,0.6
85.0,0.0,1.0,0.0,1.0,1.0,1,0.6
97.0,0.0,1.0,0.0,1.0,1.0,1,0.6
99.0,0.0,1.0,0.0,1.0,1.0,1,0.6
84.0,0.0,1.0,0.0,1.0,1.0,1,0.6
82.0,0.0,1.0,0.0,1.0,1.0,1,0.6
81.0,0.0,1.0,0.0,1.0,1.0,1,0.6
80.0,0.0,1.0,0.0,1.0,1.0,1,0.6
79.0,0.0,1.0,0.0,1.0,1.0,1,0.6
78.0,0.0,1.0,0.0,1.0,1.0,1,0.6
74.0,0.0,1.0,0.0,1.0,1.0,1,0.6
66.0,0.0,1.0,0.0,1.0,1.0,1,0.6
