generation,Unicité externe,Unicité interne,IntDiv,Fraction valide,SNN,Nbr_Smiles,rate
91.0,0.7647058823529411,1.0,0.44860652741098006,1.0,0.8372830476147399,17,2.0059930007207223
85.0,0.5882352941176471,1.0,0.525172954399683,1.0,0.8774802883253561,17,1.7172865620474012
75.0,0.6923076923076923,1.0,0.4868970206738047,1.0,0.8330927115827012,13,1.6140701329764908
82.0,0.5,0.9411764705882353,0.43180564808585564,1.0,0.8905370309411711,17,1.5296603676995246
78.0,0.6666666666666666,1.0,0.5181135751883752,1.0,0.8084908292491336,12,1.5227736321127616
86.0,0.5333333333333333,1.0,0.503641010160001,1.0,0.8632849476874812,15,1.5143997072632522
93.0,0.6153846153846154,1.0,0.4370197264491643,1.0,0.8808373334195365,13,1.4993202119478792
92.0,0.5833333333333334,0.9230769230769231,0.4923364694350826,1.0,0.8574334715036612,13,1.4479803569930607
79.0,0.5833333333333334,1.0,0.5462724481833465,1.0,0.8270060266820839,12,1.426553886968461
80.0,0.5833333333333334,1.0,0.5370088001294862,1.0,0.8676284936329793,12,1.4206389106625994
33.0,0.5,1.0,0.49314399484882043,1.0,0.8925845927789535,14,1.4093703396918689
94.0,0.6363636363636364,1.0,0.4624272114798098,1.0,0.8603523349124402,11,1.406450208804718
56.0,0.5833333333333334,1.0,0.4481497412251748,1.0,0.857252215486254,12,1.4039047266964098
39.0,0.3888888888888889,1.0,0.4594052374990045,1.0,0.9271667681451565,18,1.3991643706852854
81.0,0.5,1.0,0.4353558262064682,1.0,0.8807123910572187,14,1.3989999261355717
49.0,0.5,1.0,0.4377133450512569,1.0,0.9012797926363353,14,1.397414689746618
59.0,0.6666666666666666,0.9,0.4219944412273078,1.0,0.857008378806099,10,1.3353647170315184
96.0,0.5,0.9230769230769231,0.45476683866983514,1.0,0.9154803368715907,13,1.326328410969885
40.0,0.46153846153846156,1.0,0.4749415179756332,1.0,0.913753614409723,13,1.3036129421541545
27.0,0.42857142857142855,1.0,0.46672206271796224,1.0,0.9279676153152158,14,1.3005476510120708
57.0,0.4,1.0,0.4583267150897773,1.0,0.9248315328926818,15,1.2991821897286875
30.0,0.35714285714285715,0.9333333333333333,0.5059409179905929,1.0,0.9192022952989841,15,1.2249822397825059
37.0,0.45454545454545453,0.9166666666666666,0.47864570613830437,1.0,0.9177252121744691,12,1.2244111654647596
35.0,0.5,0.9090909090909091,0.44691544592397514,1.0,0.9008916703898262,11,1.222021194873085
22.0,0.38461538461538464,0.9285714285714286,0.4776211943579062,1.0,0.9129946069947397,14,1.2212577452050746
83.0,0.45454545454545453,0.9166666666666666,0.44991580857580127,1.0,0.9011147881767829,12,1.2203262283520275
84.0,0.3125,0.9411764705882353,0.4655091682930895,1.0,0.9246608527131783,17,1.2142386895637707
90.0,0.45454545454545453,1.0,0.49841857194679084,1.0,0.898618532189632,11,1.209821861170395
74.0,0.5555555555555556,1.0,0.4766188180821215,1.0,0.8584486302005252,9,1.2094789005963718
21.0,0.5,1.0,0.4942281370656325,1.0,0.9093167736286147,10,1.2079139500502651
41.0,0.4166666666666667,1.0,0.4829375991861604,1.0,0.906530860651539,12,1.2059344337720783
77.0,0.35714285714285715,1.0,0.48029298312188484,1.0,0.9103427285613803,14,1.2050243237682392
42.0,0.4166666666666667,1.0,0.4686068424209252,1.0,0.9261921686816814,12,1.201102151616017
88.0,0.5555555555555556,1.0,0.44645120424139284,1.0,0.8873536156176042,9,1.2005548792865182
76.0,0.45454545454545453,1.0,0.44822483183197726,1.0,0.9073007602419367,11,1.1989148903422018
28.0,0.38461538461538464,1.0,0.45543332691176985,1.0,0.9217884047165208,13,1.198907824910702
45.0,0.4166666666666667,1.0,0.442037381544933,1.0,0.906283393409515,12,1.1977791369680353
